[2026-01-06 07:25:50] ALERT | Type: DoS | Severity: High | Confidence: 0.975
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: Probe | Severity: High | Confidence: 0.98
[2026-01-06 07:25:52] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:52] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 0.985
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 0.985
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 0.995
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: Probe | Severity: High | Confidence: 0.99
[2026-01-06 07:25:53] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:53] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 0.99
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 0.975
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 0.995
[2026-01-06 07:25:54] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:54] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:55] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 0.995
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 0.995
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 0.995
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 0.999
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 0.996
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 0.995
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:56] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: Probe | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: DoS | Severity: High | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: U2R | Severity: Critical | Confidence: 1.0
[2026-01-06 07:25:57] ALERT | Type: R2L | Severity: Medium | Confidence: 1.0
