timestamp,true_label,predicted_label,max_probability,is_intrusion
2026-01-06 17:35:33.708606,2,4,0.97,1
2026-01-06 17:35:35.708606,4,4,1.0,1
2026-01-06 17:35:37.708606,4,4,1.0,1
2026-01-06 17:35:38.708606,2,4,1.0,1
2026-01-06 17:35:39.708606,0,4,0.77,1
2026-01-06 17:35:41.708606,4,4,1.0,1
2026-01-06 17:35:43.708606,4,4,0.79,1
2026-01-06 17:35:44.708606,1,1,1.0,1
2026-01-06 17:35:45.708606,4,4,1.0,1
2026-01-06 17:35:46.708606,4,4,1.0,1
2026-01-06 17:35:49.708606,0,4,0.96,1
2026-01-06 17:35:50.708606,4,4,1.0,1
2026-01-06 17:35:52.708606,4,4,1.0,1
2026-01-06 17:35:53.708606,4,4,1.0,1
2026-01-06 17:35:55.708606,4,4,0.97,1
2026-01-06 17:35:56.708606,4,4,0.72,1
2026-01-06 17:35:57.708606,1,4,0.57,1
2026-01-06 17:35:58.708606,4,1,0.97,1
2026-01-06 17:36:00.708606,2,4,0.795,1
2026-01-06 17:36:02.708606,4,4,1.0,1
2026-01-06 17:36:03.708606,0,4,0.92,1
2026-01-06 17:36:06.708606,4,4,1.0,1
2026-01-06 17:36:07.708606,4,4,1.0,1
2026-01-06 17:36:08.708606,1,1,1.0,1
2026-01-06 17:36:09.708606,4,4,0.6,1
2026-01-06 17:36:10.708606,2,4,0.95,1
2026-01-06 17:36:11.708606,4,4,1.0,1
2026-01-06 17:36:12.708606,4,4,1.0,1
2026-01-06 17:36:13.708606,4,4,1.0,1
2026-01-06 17:36:14.708606,4,4,1.0,1
2026-01-06 17:36:16.708606,4,4,1.0,1
2026-01-06 17:36:17.708606,4,4,0.85,1
2026-01-06 17:36:18.708606,4,4,1.0,1
2026-01-06 17:36:19.708606,2,4,1.0,1
2026-01-06 17:36:21.708606,2,4,0.9072222222222223,1
2026-01-06 17:36:22.708606,0,4,0.49,1
2026-01-06 17:36:24.708606,4,1,1.0,1
2026-01-06 17:36:25.708606,4,4,1.0,1
2026-01-06 17:36:26.708606,4,4,1.0,1
2026-01-06 17:36:27.708606,1,1,1.0,1
2026-01-06 17:36:28.708606,1,1,0.95,1
2026-01-06 17:36:29.708606,1,4,0.62,1
2026-01-06 17:36:30.708606,0,4,0.88,1
2026-01-06 17:36:31.708606,4,4,1.0,1
2026-01-06 17:36:33.708606,4,4,1.0,1
2026-01-06 17:36:34.708606,4,4,1.0,1
2026-01-06 17:36:36.708606,1,1,0.88,1
2026-01-06 17:36:37.708606,4,4,1.0,1
2026-01-06 17:36:38.708606,4,4,1.0,1
2026-01-06 17:36:39.708606,4,4,1.0,1
2026-01-06 17:36:40.708606,4,4,0.8,1
2026-01-06 17:36:42.708606,2,4,0.58,1
2026-01-06 17:36:43.708606,2,4,0.96,1
2026-01-06 17:36:45.708606,4,4,1.0,1
2026-01-06 17:36:46.708606,4,4,1.0,1
2026-01-06 17:36:47.708606,4,1,0.95,1
2026-01-06 17:36:48.708606,4,4,0.79,1
2026-01-06 17:36:49.708606,0,4,0.74,1
2026-01-06 17:36:50.708606,4,4,1.0,1
2026-01-06 17:36:51.708606,4,4,1.0,1
2026-01-06 17:36:52.708606,2,2,0.5,1
2026-01-06 17:36:53.708606,1,4,0.72,1
2026-01-06 17:36:54.708606,4,4,1.0,1
2026-01-06 17:36:56.708606,1,1,0.94,1
2026-01-06 17:36:57.708606,0,4,0.88,1
2026-01-06 17:36:58.708606,4,4,0.97,1
2026-01-06 17:37:00.708606,4,4,1.0,1
2026-01-06 17:37:01.708606,4,4,1.0,1
2026-01-06 17:37:02.708606,4,4,1.0,1
2026-01-06 17:37:06.708606,4,1,0.95,1
2026-01-06 17:37:07.708606,1,1,0.9566666666666667,1
2026-01-06 17:37:08.708606,4,4,1.0,1
2026-01-06 17:37:10.708606,4,4,1.0,1
2026-01-06 17:37:11.708606,4,4,0.81,1
2026-01-06 17:37:13.708606,0,4,0.73,1
2026-01-06 17:37:17.708606,4,4,1.0,1
2026-01-06 17:37:18.708606,2,4,0.89,1
2026-01-06 17:37:20.708606,2,4,1.0,1
2026-01-06 17:37:21.708606,4,4,1.0,1
2026-01-06 17:37:22.708606,4,4,1.0,1
2026-01-06 17:37:23.708606,1,4,0.48,1
2026-01-06 17:37:24.708606,2,4,0.93,1
2026-01-06 17:37:27.708606,1,1,1.0,1
2026-01-06 17:37:29.708606,4,4,1.0,1
2026-01-06 17:37:32.708606,4,4,1.0,1
2026-01-06 17:37:33.708606,4,4,1.0,1
2026-01-06 17:37:34.708606,4,4,1.0,1
2026-01-06 17:37:35.708606,2,2,0.5,1
2026-01-06 17:37:36.708606,1,1,0.87,1
2026-01-06 17:37:38.708606,4,4,1.0,1
2026-01-06 17:37:39.708606,2,4,0.99,1
2026-01-06 17:37:40.708606,4,4,1.0,1
2026-01-06 17:37:41.708606,1,1,1.0,1
2026-01-06 17:37:42.708606,0,4,0.85,1
2026-01-06 17:37:43.708606,0,4,0.77,1
2026-01-06 17:37:44.708606,4,4,1.0,1
2026-01-06 17:37:45.708606,2,4,0.95,1
2026-01-06 17:37:47.708606,4,4,1.0,1
2026-01-06 17:37:48.708606,4,4,1.0,1
2026-01-06 17:37:49.708606,4,4,1.0,1
2026-01-06 17:37:50.708606,4,4,1.0,1
2026-01-06 17:37:51.708606,4,4,1.0,1
2026-01-06 17:37:53.708606,4,4,1.0,1
2026-01-06 17:37:54.708606,4,4,1.0,1
2026-01-06 17:37:55.708606,4,4,1.0,1
2026-01-06 17:37:56.708606,2,4,0.96,1
2026-01-06 17:37:57.708606,4,4,1.0,1
2026-01-06 17:37:59.708606,1,1,0.98,1
2026-01-06 17:38:00.708606,4,4,1.0,1
2026-01-06 17:38:01.708606,4,4,1.0,1
2026-01-06 17:38:04.708606,4,4,1.0,1
2026-01-06 17:38:05.708606,4,4,1.0,1
2026-01-06 17:38:06.708606,4,4,0.79,1
2026-01-06 17:38:07.708606,4,4,1.0,1
2026-01-06 17:38:09.708606,4,4,1.0,1
2026-01-06 17:38:10.708606,4,4,1.0,1
2026-01-06 17:38:11.708606,4,4,1.0,1
2026-01-06 17:38:12.708606,4,4,1.0,1
2026-01-06 17:38:15.708606,1,4,0.49,1
2026-01-06 17:38:17.708606,4,4,1.0,1
2026-01-06 17:38:18.708606,4,4,1.0,1
2026-01-06 17:38:20.708606,4,1,0.95,1
2026-01-06 17:38:21.708606,4,4,1.0,1
2026-01-06 17:38:22.708606,4,4,0.92,1
2026-01-06 17:38:23.708606,4,4,1.0,1
2026-01-06 17:38:24.708606,4,4,1.0,1
2026-01-06 17:38:25.708606,2,4,1.0,1
2026-01-06 17:38:26.708606,4,4,1.0,1
2026-01-06 17:38:28.708606,4,4,1.0,1
2026-01-06 17:38:29.708606,4,4,1.0,1
2026-01-06 17:38:30.708606,4,4,1.0,1
2026-01-06 17:38:32.708606,4,4,1.0,1
2026-01-06 17:38:35.708606,2,4,0.69,1
2026-01-06 17:38:36.708606,4,4,1.0,1
2026-01-06 17:38:37.708606,2,4,0.93,1
2026-01-06 17:38:38.708606,2,4,0.77,1
2026-01-06 17:38:40.708606,2,4,0.81,1
2026-01-06 17:38:42.708606,2,4,0.5,1
2026-01-06 17:38:43.708606,4,4,1.0,1
2026-01-06 17:38:45.708606,4,1,0.98,1
2026-01-06 17:38:46.708606,4,4,1.0,1
2026-01-06 17:38:47.708606,4,4,0.99,1
2026-01-06 17:38:49.708606,4,4,0.98,1
2026-01-06 17:38:50.708606,1,1,0.83,1
2026-01-06 17:38:51.708606,0,4,0.91,1
2026-01-06 17:38:53.708606,4,4,1.0,1
2026-01-06 17:38:56.708606,4,4,1.0,1
2026-01-06 17:38:58.708606,4,4,1.0,1
2026-01-06 17:38:59.708606,2,4,1.0,1
2026-01-06 17:39:03.708606,2,4,0.99,1
2026-01-06 17:39:05.708606,4,4,1.0,1
2026-01-06 17:39:06.708606,1,1,0.95,1
2026-01-06 17:39:08.708606,4,4,1.0,1
2026-01-06 17:39:10.708606,4,4,1.0,1
2026-01-06 17:39:12.708606,4,4,1.0,1
2026-01-06 17:39:13.708606,2,4,0.85,1
2026-01-06 17:39:15.708606,0,4,0.69,1
2026-01-06 17:39:16.708606,2,4,0.89,1
2026-01-06 17:39:17.708606,4,4,1.0,1
2026-01-06 17:39:19.708606,0,1,0.45,1
2026-01-06 17:39:20.708606,0,4,0.77,1
2026-01-06 17:39:22.708606,2,4,0.93,1
2026-01-06 17:39:23.708606,4,4,1.0,1
2026-01-06 17:39:25.708606,4,4,1.0,1
2026-01-06 17:39:27.708606,2,4,0.7,1
2026-01-06 17:39:29.708606,4,4,1.0,1
2026-01-06 17:39:31.708606,4,4,0.79,1
2026-01-06 17:39:32.708606,1,1,0.9266666666666667,1
2026-01-06 17:39:33.708606,2,4,0.96,1
2026-01-06 17:39:34.708606,0,4,0.51,1
2026-01-06 17:39:35.708606,1,1,1.0,1
2026-01-06 17:39:36.708606,4,1,0.98,1
2026-01-06 17:39:38.708606,1,1,1.0,1
2026-01-06 17:39:39.708606,4,4,1.0,1
2026-01-06 17:39:40.708606,4,4,1.0,1
2026-01-06 17:39:42.708606,1,4,0.77,1
2026-01-06 17:39:43.708606,4,4,1.0,1
2026-01-06 17:39:44.708606,4,4,1.0,1
2026-01-06 17:39:45.708606,4,4,1.0,1
2026-01-06 17:39:46.708606,4,4,1.0,1
2026-01-06 17:39:47.708606,1,4,0.66,1
2026-01-06 17:39:48.708606,2,4,0.64,1
2026-01-06 17:39:49.708606,4,4,1.0,1
2026-01-06 17:39:50.708606,4,4,1.0,1
2026-01-06 17:39:51.708606,4,4,1.0,1
2026-01-06 17:39:52.708606,2,4,0.96,1
2026-01-06 17:39:53.708606,2,4,0.91,1
2026-01-06 17:39:54.708606,4,4,1.0,1
2026-01-06 17:39:55.708606,4,4,1.0,1
2026-01-06 17:39:56.708606,4,4,1.0,1
2026-01-06 17:39:59.708606,4,4,1.0,1
2026-01-06 17:40:00.708606,4,4,1.0,1
2026-01-06 17:40:01.708606,2,4,0.94,1
2026-01-06 17:40:02.708606,1,1,0.89,1
2026-01-06 17:40:03.708606,4,4,0.93,1
2026-01-06 17:40:04.708606,4,1,1.0,1
2026-01-06 17:40:05.708606,4,4,1.0,1
2026-01-06 17:40:06.708606,4,4,1.0,1
2026-01-06 17:40:07.708606,4,4,0.8,1
2026-01-06 17:40:08.708606,0,4,0.82,1
2026-01-06 17:40:09.708606,4,4,1.0,1
2026-01-06 17:40:10.708606,0,1,0.53,1
2026-01-06 17:40:11.708606,4,4,1.0,1
2026-01-06 17:40:12.708606,4,4,1.0,1
2026-01-06 17:40:16.708606,2,4,0.93,1
2026-01-06 17:40:19.708606,4,4,1.0,1
2026-01-06 17:40:20.708606,1,1,1.0,1
2026-01-06 17:40:21.708606,4,4,1.0,1
2026-01-06 17:40:23.708606,4,4,1.0,1
2026-01-06 17:40:24.708606,4,4,1.0,1
2026-01-06 17:40:25.708606,4,4,1.0,1
2026-01-06 17:40:26.708606,2,4,0.94,1
2026-01-06 17:40:28.708606,4,4,1.0,1
2026-01-06 17:40:30.708606,4,4,1.0,1
2026-01-06 17:40:32.708606,2,4,0.5,1
2026-01-06 17:40:34.708606,4,4,0.7533333333333333,1
2026-01-06 17:40:35.708606,4,4,1.0,1
2026-01-06 17:40:36.708606,4,4,0.99,1
2026-01-06 17:40:38.708606,4,4,1.0,1
2026-01-06 17:40:40.708606,1,1,1.0,1
2026-01-06 17:40:41.708606,4,4,1.0,1
2026-01-06 17:40:42.708606,4,4,1.0,1
2026-01-06 17:40:43.708606,1,1,1.0,1
2026-01-06 17:40:46.708606,1,1,0.85,1
2026-01-06 17:40:47.708606,4,4,1.0,1
2026-01-06 17:40:49.708606,1,1,1.0,1
2026-01-06 17:40:50.708606,4,4,1.0,1
2026-01-06 17:40:51.708606,4,1,0.96,1
2026-01-06 17:40:52.708606,4,4,0.79,1
2026-01-06 17:40:53.708606,4,4,0.8,1
2026-01-06 17:40:54.708606,4,4,1.0,1
2026-01-06 17:40:57.708606,1,1,1.0,1
2026-01-06 17:40:59.708606,4,4,1.0,1
2026-01-06 17:41:00.708606,4,4,1.0,1
2026-01-06 17:41:01.708606,4,4,1.0,1
2026-01-06 17:41:03.708606,2,4,1.0,1
2026-01-06 17:41:04.708606,4,4,1.0,1
2026-01-06 17:41:05.708606,4,4,1.0,1
2026-01-06 17:41:06.708606,1,1,1.0,1
2026-01-06 17:41:07.708606,4,4,1.0,1
2026-01-06 17:41:08.708606,4,4,0.99,1
2026-01-06 17:41:09.708606,2,4,0.82,1
2026-01-06 17:41:11.708606,4,4,1.0,1
2026-01-06 17:41:12.708606,0,4,0.93,1
2026-01-06 17:41:14.708606,4,4,1.0,1
2026-01-06 17:41:15.708606,4,4,1.0,1
2026-01-06 17:41:16.708606,4,4,1.0,1
2026-01-06 17:41:17.708606,4,4,1.0,1
2026-01-06 17:41:18.708606,4,4,1.0,1
2026-01-06 17:41:19.708606,2,4,0.86,1
2026-01-06 17:41:20.708606,4,4,1.0,1
2026-01-06 17:41:23.708606,1,4,0.81,1
2026-01-06 17:41:24.708606,4,4,0.8,1
2026-01-06 17:41:25.708606,1,4,0.81,1
