timestamp,sample_index,predicted_attack_type
2026-01-07 14:35:42,311,4
2026-01-07 14:35:42,314,4
2026-01-07 14:35:42,317,4
2026-01-07 14:35:42,319,4
2026-01-07 14:35:42,320,4
2026-01-07 14:35:42,321,4
2026-01-07 14:35:42,322,4
2026-01-07 14:35:42,323,4
2026-01-07 14:35:42,328,4
2026-01-07 14:35:42,329,4
2026-01-07 14:35:42,331,4
2026-01-07 14:35:42,332,4
2026-01-07 14:35:42,336,4
2026-01-07 14:35:42,339,4
2026-01-07 14:35:42,341,4
2026-01-07 14:35:42,345,4
2026-01-07 14:35:42,346,4
2026-01-07 14:35:42,347,4
2026-01-07 14:35:42,349,4
2026-01-07 14:35:42,352,4
2026-01-07 14:35:42,355,4
2026-01-07 14:35:42,356,4
2026-01-07 14:35:42,358,1
2026-01-07 14:35:42,359,4
2026-01-07 14:35:42,360,4
2026-01-07 14:35:42,361,4
2026-01-07 14:35:42,363,4
2026-01-07 14:35:42,365,4
2026-01-07 14:35:42,370,4
2026-01-07 14:35:42,372,4
2026-01-07 14:35:42,374,4
2026-01-07 14:35:42,375,4
2026-01-07 14:35:42,376,4
2026-01-07 14:35:42,377,4
2026-01-07 14:35:42,378,4
2026-01-07 14:35:42,379,4
2026-01-07 14:35:42,380,4
2026-01-07 14:35:42,381,4
2026-01-07 14:35:42,383,1
2026-01-07 14:35:42,384,1
2026-01-07 14:35:42,386,1
2026-01-07 14:35:42,388,4
2026-01-07 14:35:42,390,4
2026-01-07 14:35:42,391,4
2026-01-07 14:35:42,392,4
2026-01-07 14:35:42,393,4
2026-01-07 14:35:42,394,4
2026-01-07 14:35:42,398,4
2026-01-07 14:35:42,399,4
2026-01-07 14:35:42,400,4
2026-01-07 14:35:42,401,4
2026-01-07 14:35:42,402,4
2026-01-07 14:35:42,404,4
2026-01-07 14:35:42,405,4
2026-01-07 14:35:42,406,4
2026-01-07 14:35:42,407,4
2026-01-07 14:35:42,410,1
2026-01-07 14:35:42,411,4
2026-01-07 14:35:42,412,1
2026-01-07 14:35:42,413,4
2026-01-07 14:35:42,415,4
2026-01-07 14:35:42,416,4
2026-01-07 14:35:42,417,4
2026-01-07 14:35:42,419,4
2026-01-07 14:35:42,420,4
2026-01-07 14:35:42,421,4
2026-01-07 14:35:42,423,4
2026-01-07 14:35:42,424,4
2026-01-07 14:35:42,426,4
2026-01-07 14:35:42,427,4
2026-01-07 14:35:42,428,4
2026-01-07 14:35:42,429,4
2026-01-07 14:35:42,430,4
2026-01-07 14:35:42,435,1
2026-01-07 14:35:42,436,4
2026-01-07 14:35:42,437,4
2026-01-07 14:35:42,438,4
2026-01-07 14:35:42,441,4
2026-01-07 14:35:42,442,4
2026-01-07 14:35:42,443,4
2026-01-07 14:35:42,444,1
2026-01-07 14:35:42,445,4
2026-01-07 14:35:42,447,4
2026-01-07 14:35:42,448,4
2026-01-07 14:35:42,449,4
2026-01-07 14:35:42,450,1
2026-01-07 14:35:42,451,4
2026-01-07 14:35:42,452,4
2026-01-07 14:35:42,455,4
2026-01-07 14:35:42,459,4
2026-01-07 14:35:42,460,1
2026-01-07 14:35:42,462,1
2026-01-07 14:35:42,464,4
2026-01-07 14:35:42,466,4
2026-01-07 14:35:42,467,4
2026-01-07 14:35:42,468,4
2026-01-07 14:35:42,469,4
2026-01-07 14:35:42,470,4
2026-01-07 14:35:42,471,4
2026-01-07 14:35:42,473,4
2026-01-07 14:35:42,475,4
2026-01-07 14:35:42,476,1
2026-01-07 14:35:42,478,4
2026-01-07 14:35:42,479,4
2026-01-07 14:35:42,482,4
2026-01-07 14:35:42,483,4
2026-01-07 14:35:42,486,4
2026-01-07 14:35:42,487,1
2026-01-07 14:35:42,488,4
2026-01-07 14:35:42,489,1
2026-01-07 14:35:42,491,4
2026-01-07 14:35:42,492,4
2026-01-07 14:35:42,496,4
2026-01-07 14:35:42,499,4
2026-01-07 14:35:42,502,4
2026-01-07 14:35:42,503,4
2026-01-07 14:35:42,507,4
2026-01-07 14:35:42,509,4
2026-01-07 14:35:42,510,4
2026-01-07 14:35:42,511,4
2026-01-07 14:35:42,512,4
2026-01-07 14:35:42,514,4
2026-01-07 14:35:42,515,4
2026-01-07 14:35:42,517,4
2026-01-07 14:35:42,519,1
2026-01-07 14:35:42,522,1
2026-01-07 14:35:42,524,1
2026-01-07 14:35:42,525,4
2026-01-07 14:35:42,526,4
2026-01-07 14:35:42,527,4
2026-01-07 14:35:42,529,4
2026-01-07 14:35:42,530,4
2026-01-07 14:35:42,531,4
2026-01-07 14:35:42,533,1
2026-01-07 14:35:42,534,4
2026-01-07 14:35:42,538,4
2026-01-07 14:35:42,539,4
2026-01-07 14:35:42,540,4
2026-01-07 14:35:42,541,1
2026-01-07 14:35:42,542,4
2026-01-07 14:35:42,543,4
2026-01-07 14:35:42,546,4
2026-01-07 14:35:42,548,4
2026-01-07 14:35:42,549,4
2026-01-07 14:35:42,551,4
2026-01-07 14:35:42,552,4
2026-01-07 14:35:42,553,4
2026-01-07 14:35:42,555,4
2026-01-07 14:35:42,556,4
2026-01-07 14:35:42,557,4
2026-01-07 14:35:42,560,1
2026-01-07 14:35:42,561,4
2026-01-07 14:35:42,562,4
2026-01-07 14:35:42,563,4
2026-01-07 14:35:42,564,4
2026-01-07 14:35:42,565,4
2026-01-07 14:35:42,571,4
2026-01-07 14:35:42,572,4
2026-01-07 14:35:42,573,1
2026-01-07 14:35:42,579,4
2026-01-07 14:35:42,581,4
2026-01-07 14:35:42,583,1
2026-01-07 14:35:42,584,4
2026-01-07 14:35:42,587,4
2026-01-07 14:35:42,588,4
2026-01-07 14:35:42,591,1
2026-01-07 14:35:42,592,4
2026-01-07 14:35:42,593,4
2026-01-07 14:35:42,594,4
2026-01-07 14:35:42,595,4
2026-01-07 14:35:42,596,4
2026-01-07 14:35:42,597,4
2026-01-07 14:35:42,598,1
2026-01-07 14:35:42,600,1
2026-01-07 14:35:42,603,4
2026-01-07 14:35:42,604,4
2026-01-07 14:35:42,605,4
2026-01-07 14:35:42,606,2
2026-01-07 14:35:42,607,4
2026-01-07 14:35:42,608,4
2026-01-07 14:35:42,609,4
2026-01-07 14:35:42,610,4
2026-01-07 14:35:42,611,4
2026-01-07 14:35:42,613,4
2026-01-07 14:35:42,616,1
2026-01-07 14:35:42,617,4
2026-01-07 14:35:42,619,4
2026-01-07 14:35:42,620,4
2026-01-07 14:35:42,621,4
2026-01-07 14:35:42,622,4
2026-01-07 14:35:42,623,4
2026-01-07 14:35:42,625,4
2026-01-07 14:35:42,626,4
2026-01-07 14:35:42,627,4
2026-01-07 14:35:42,629,4
2026-01-07 14:35:42,630,4
2026-01-07 14:35:42,632,4
2026-01-07 14:35:42,633,4
2026-01-07 14:35:42,634,4
2026-01-07 14:35:42,637,2
2026-01-07 14:35:42,639,4
2026-01-07 14:35:42,641,4
2026-01-07 14:35:42,642,4
2026-01-07 14:35:42,644,4
2026-01-07 14:35:42,645,1
2026-01-07 14:35:42,646,4
2026-01-07 14:35:42,647,4
2026-01-07 14:35:42,650,1
2026-01-07 14:35:42,651,2
2026-01-07 14:35:42,652,4
2026-01-07 14:35:42,654,4
2026-01-07 14:35:42,655,4
2026-01-07 14:35:42,656,4
2026-01-07 14:35:42,657,4
2026-01-07 14:35:42,659,4
2026-01-07 14:35:42,660,4
2026-01-07 14:35:42,662,4
2026-01-07 14:35:42,663,4
2026-01-07 14:35:42,664,4
2026-01-07 14:35:42,665,4
2026-01-07 14:35:42,666,4
2026-01-07 14:35:42,667,4
2026-01-07 14:35:42,668,4
2026-01-07 14:35:42,669,4
2026-01-07 14:35:42,671,4
2026-01-07 14:35:42,672,4
2026-01-07 14:35:42,674,4
2026-01-07 14:35:42,675,4
2026-01-07 14:35:42,678,4
2026-01-07 14:35:42,680,4
2026-01-07 14:35:42,681,4
2026-01-07 14:35:42,682,4
2026-01-07 14:35:42,683,4
2026-01-07 14:35:42,684,4
2026-01-07 14:35:42,686,4
2026-01-07 14:35:42,687,4
2026-01-07 14:35:42,688,1
2026-01-07 14:35:42,689,4
2026-01-07 14:35:42,696,4
2026-01-07 14:35:42,700,4
2026-01-07 14:35:42,701,1
2026-01-07 14:35:42,704,1
2026-01-07 14:35:42,705,4
2026-01-07 14:35:42,706,4
2026-01-07 14:35:42,707,4
2026-01-07 14:35:42,708,4
2026-01-07 14:35:42,710,4
2026-01-07 14:35:42,714,1
2026-01-07 14:35:42,720,4
2026-01-07 14:35:42,721,4
2026-01-07 14:35:42,722,4
2026-01-07 14:35:42,725,1
2026-01-07 14:35:42,726,4
2026-01-07 14:35:42,727,4
2026-01-07 14:35:42,728,4
2026-01-07 14:35:42,729,4
2026-01-07 14:35:42,730,2
2026-01-07 14:35:42,731,4
2026-01-07 14:35:42,732,4
2026-01-07 14:35:42,733,4
2026-01-07 14:35:42,734,4
2026-01-07 14:35:42,737,4
2026-01-07 14:35:42,738,4
2026-01-07 14:35:42,739,4
2026-01-07 14:35:42,740,4
2026-01-07 14:35:42,742,4
2026-01-07 14:35:42,747,4
2026-01-07 14:35:42,748,4
2026-01-07 14:35:42,749,4
2026-01-07 14:35:42,750,4
2026-01-07 14:35:42,751,4
2026-01-07 14:35:42,753,4
2026-01-07 14:35:42,754,1
2026-01-07 14:35:42,755,4
2026-01-07 14:35:42,756,4
2026-01-07 14:35:42,757,4
2026-01-07 14:35:42,758,4
2026-01-07 14:35:42,759,4
2026-01-07 14:35:42,760,4
2026-01-07 14:35:42,761,4
2026-01-07 14:35:42,763,4
2026-01-07 14:35:42,765,4
2026-01-07 14:35:42,767,4
2026-01-07 14:35:42,768,4
2026-01-07 14:35:42,772,4
2026-01-07 14:35:42,774,4
2026-01-07 14:35:42,775,4
2026-01-07 14:35:42,776,4
2026-01-07 14:35:42,778,1
2026-01-07 14:35:42,779,4
2026-01-07 14:35:42,780,4
2026-01-07 14:35:42,781,4
2026-01-07 14:35:42,784,4
2026-01-07 14:35:42,785,4
2026-01-07 14:35:42,786,4
2026-01-07 14:35:42,787,4
2026-01-07 14:35:42,788,4
2026-01-07 14:35:42,791,4
2026-01-07 14:35:42,793,4
2026-01-07 14:35:42,794,4
2026-01-07 14:35:42,796,1
2026-01-07 14:35:42,797,4
2026-01-07 14:35:42,800,4
2026-01-07 14:35:42,801,4
2026-01-07 14:35:42,804,4
2026-01-07 14:35:42,806,4
2026-01-07 14:35:42,808,4
2026-01-07 14:35:42,809,4
2026-01-07 14:35:42,811,4
2026-01-07 14:35:42,813,1
2026-01-07 14:35:42,814,1
2026-01-07 14:35:42,816,4
2026-01-07 14:35:42,817,4
2026-01-07 14:35:42,818,4
2026-01-07 14:35:42,820,4
2026-01-07 14:35:42,822,1
2026-01-07 14:35:42,824,4
2026-01-07 14:35:42,825,4
2026-01-07 14:35:42,826,4
2026-01-07 14:35:42,829,4
2026-01-07 14:35:42,830,4
2026-01-07 14:35:42,831,4
2026-01-07 14:35:42,834,4
2026-01-07 14:35:42,837,4
2026-01-07 14:35:42,839,4
2026-01-07 14:35:42,842,4
2026-01-07 14:35:42,843,1
2026-01-07 14:35:42,844,2
2026-01-07 14:35:42,845,4
2026-01-07 14:35:42,846,4
2026-01-07 14:35:42,850,4
2026-01-07 14:35:42,851,4
2026-01-07 14:35:42,854,1
2026-01-07 14:35:42,855,1
2026-01-07 14:35:42,856,4
2026-01-07 14:35:42,858,4
2026-01-07 14:35:42,862,4
2026-01-07 14:35:42,865,1
2026-01-07 14:35:42,866,4
2026-01-07 14:35:42,868,4
2026-01-07 14:35:42,869,1
2026-01-07 14:35:42,870,4
2026-01-07 14:35:42,873,1
2026-01-07 14:35:42,874,4
2026-01-07 14:35:42,876,4
2026-01-07 14:35:42,877,4
2026-01-07 14:35:42,879,4
2026-01-07 14:35:42,880,4
2026-01-07 14:35:42,882,4
2026-01-07 14:35:42,884,1
2026-01-07 14:35:42,885,4
2026-01-07 14:35:42,886,4
2026-01-07 14:35:42,888,1
2026-01-07 14:35:42,890,1
2026-01-07 14:35:42,892,4
2026-01-07 14:35:42,894,4
2026-01-07 14:35:42,895,4
2026-01-07 14:35:42,896,4
2026-01-07 14:35:42,898,4
2026-01-07 14:35:42,899,4
2026-01-07 14:35:42,902,1
2026-01-07 14:35:42,903,4
2026-01-07 14:35:42,904,1
2026-01-07 14:35:42,905,4
2026-01-07 14:35:42,907,4
2026-01-07 14:35:42,908,4
2026-01-07 14:35:42,911,4
2026-01-07 14:35:42,912,1
2026-01-07 14:35:42,913,4
2026-01-07 14:35:42,914,4
2026-01-07 14:35:42,915,4
2026-01-07 14:35:42,918,4
2026-01-07 14:35:42,920,4
2026-01-07 14:35:42,922,4
2026-01-07 14:35:42,925,4
2026-01-07 14:35:42,927,1
2026-01-07 14:35:42,929,4
2026-01-07 14:35:42,930,4
2026-01-07 14:35:42,931,4
2026-01-07 14:35:42,932,1
2026-01-07 14:35:42,935,4
2026-01-07 14:35:42,937,4
2026-01-07 14:35:42,938,4
2026-01-07 14:35:42,940,4
2026-01-07 14:35:42,941,4
2026-01-07 14:35:42,943,4
2026-01-07 14:35:42,944,4
2026-01-07 14:35:42,945,4
2026-01-07 14:35:42,946,4
2026-01-07 14:35:42,947,4
2026-01-07 14:35:42,948,4
2026-01-07 14:35:42,951,4
2026-01-07 14:35:42,952,1
2026-01-07 14:35:42,953,4
2026-01-07 14:35:42,955,4
2026-01-07 14:35:42,959,4
2026-01-07 14:35:42,960,4
2026-01-07 14:35:42,961,4
2026-01-07 14:35:42,965,4
2026-01-07 14:35:42,966,1
2026-01-07 14:35:42,967,4
2026-01-07 14:35:42,969,4
2026-01-07 14:35:42,971,1
2026-01-07 14:35:42,972,4
2026-01-07 14:35:42,973,4
2026-01-07 14:35:42,974,4
2026-01-07 14:35:42,975,4
2026-01-07 14:35:42,977,4
2026-01-07 14:35:42,980,4
2026-01-07 14:35:42,982,4
2026-01-07 14:35:42,985,4
2026-01-07 14:35:42,986,1
2026-01-07 14:35:42,987,4
2026-01-07 14:35:42,988,4
2026-01-07 14:35:42,989,4
2026-01-07 14:35:42,990,4
2026-01-07 14:35:42,994,4
2026-01-07 14:35:42,995,1
2026-01-07 14:35:42,996,4
2026-01-07 14:35:42,997,4
2026-01-07 14:35:42,998,4
2026-01-07 14:35:42,999,4
2026-01-07 14:35:42,1000,4
2026-01-07 14:35:42,1004,4
2026-01-07 14:35:42,1005,4
2026-01-07 14:35:42,1006,4
2026-01-07 14:35:42,1009,4
2026-01-07 14:35:42,1010,4
2026-01-07 14:35:42,1014,4
2026-01-07 14:35:42,1018,4
2026-01-07 14:35:42,1019,1
2026-01-07 14:35:42,1020,4
2026-01-07 14:35:42,1021,4
2026-01-07 14:35:42,1023,1
2026-01-07 14:35:42,1025,4
2026-01-07 14:35:42,1028,4
2026-01-07 14:35:42,1029,4
2026-01-07 14:35:42,1031,4
2026-01-07 14:35:42,1032,4
2026-01-07 14:35:42,1034,4
2026-01-07 14:35:42,1035,4
2026-01-07 14:35:42,1036,4
2026-01-07 14:35:42,1037,4
2026-01-07 14:35:42,1038,4
2026-01-07 14:35:42,1039,4
2026-01-07 14:35:42,1040,4
2026-01-07 14:35:42,1042,4
2026-01-07 14:35:42,1044,4
2026-01-07 14:35:42,1045,4
2026-01-07 14:35:42,1048,4
2026-01-07 14:35:42,1050,4
2026-01-07 14:35:42,1051,4
2026-01-07 14:35:42,1052,4
2026-01-07 14:35:42,1054,4
2026-01-07 14:35:42,1055,4
2026-01-07 14:35:42,1056,4
2026-01-07 14:35:42,1058,4
2026-01-07 14:35:42,1060,4
2026-01-07 14:35:42,1061,1
2026-01-07 14:35:42,1062,4
2026-01-07 14:35:42,1064,4
2026-01-07 14:35:42,1065,4
2026-01-07 14:35:42,1066,4
2026-01-07 14:35:42,1067,4
2026-01-07 14:35:42,1069,4
2026-01-07 14:35:42,1071,4
2026-01-07 14:35:42,1072,4
2026-01-07 14:35:42,1074,4
2026-01-07 14:35:42,1075,1
2026-01-07 14:35:42,1076,4
2026-01-07 14:35:42,1077,4
2026-01-07 14:35:42,1079,4
2026-01-07 14:35:42,1080,4
2026-01-07 14:35:42,1082,1
2026-01-07 14:35:42,1084,4
2026-01-07 14:35:42,1085,4
2026-01-07 14:35:42,1086,4
2026-01-07 14:35:42,1087,1
2026-01-07 14:35:42,1088,4
2026-01-07 14:35:42,1089,2
2026-01-07 14:35:42,1090,1
2026-01-07 14:35:42,1091,4
2026-01-07 14:35:42,1093,4
2026-01-07 14:35:42,1094,4
2026-01-07 14:35:42,1095,4
2026-01-07 14:35:42,1096,4
2026-01-07 14:35:42,1098,4
2026-01-07 14:35:42,1103,4
2026-01-07 14:35:42,1104,4
2026-01-07 14:35:42,1106,4
2026-01-07 14:35:42,1107,4
2026-01-07 14:35:42,1112,4
2026-01-07 14:35:42,1113,4
2026-01-07 14:35:42,1117,4
2026-01-07 14:35:42,1118,4
2026-01-07 14:35:42,1119,1
2026-01-07 14:35:42,1123,1
2026-01-07 14:35:42,1124,4
2026-01-07 14:35:42,1125,1
2026-01-07 14:35:42,1127,4
2026-01-07 14:35:42,1129,4
2026-01-07 14:35:42,1130,1
2026-01-07 14:35:42,1132,4
2026-01-07 14:35:42,1133,4
2026-01-07 14:35:42,1135,4
2026-01-07 14:35:42,1136,1
2026-01-07 14:35:42,1137,4
2026-01-07 14:35:42,1138,4
2026-01-07 14:35:42,1141,4
2026-01-07 14:35:42,1144,4
2026-01-07 14:35:42,1145,4
2026-01-07 14:35:42,1146,4
2026-01-07 14:35:42,1148,1
2026-01-07 14:35:42,1151,4
2026-01-07 14:35:42,1152,4
2026-01-07 14:35:42,1153,4
2026-01-07 14:35:42,1154,4
2026-01-07 14:35:42,1156,4
2026-01-07 14:35:42,1157,1
2026-01-07 14:35:42,1158,4
2026-01-07 14:35:42,1159,4
2026-01-07 14:35:42,1161,4
2026-01-07 14:35:42,1162,4
2026-01-07 14:35:42,1164,1
2026-01-07 14:35:42,1166,4
2026-01-07 14:35:42,1167,1
2026-01-07 14:35:42,1168,4
2026-01-07 14:35:42,1169,4
2026-01-07 14:35:42,1170,4
2026-01-07 14:35:42,1171,4
2026-01-07 14:35:42,1172,4
2026-01-07 14:35:42,1173,4
2026-01-07 14:35:42,1175,1
2026-01-07 14:35:42,1177,4
2026-01-07 14:35:42,1179,4
2026-01-07 14:35:42,1181,4
2026-01-07 14:35:42,1184,4
2026-01-07 14:35:42,1185,4
2026-01-07 14:35:42,1186,1
2026-01-07 14:35:42,1188,4
2026-01-07 14:35:42,1189,1
2026-01-07 14:35:42,1190,4
2026-01-07 14:35:42,1191,4
2026-01-07 14:35:42,1192,4
2026-01-07 14:35:42,1193,4
2026-01-07 14:35:42,1194,4
2026-01-07 14:35:42,1196,4
2026-01-07 14:35:42,1197,4
2026-01-07 14:35:42,1198,4
2026-01-07 14:35:42,1199,4
2026-01-07 14:35:42,1203,4
2026-01-07 14:35:42,1206,1
2026-01-07 14:35:42,1207,4
2026-01-07 14:35:42,1211,4
2026-01-07 14:35:42,1212,4
2026-01-07 14:35:42,1213,4
2026-01-07 14:35:42,1214,4
2026-01-07 14:35:42,1215,4
2026-01-07 14:35:42,1216,1
2026-01-07 14:35:42,1217,4
2026-01-07 14:35:42,1218,4
2026-01-07 14:35:42,1220,4
2026-01-07 14:35:42,1221,4
2026-01-07 14:35:42,1222,1
2026-01-07 14:35:42,1224,4
2026-01-07 14:35:42,1225,4
2026-01-07 14:35:42,1226,4
2026-01-07 14:35:42,1228,4
2026-01-07 14:35:42,1232,1
2026-01-07 14:35:42,1235,4
2026-01-07 14:35:42,1236,4
2026-01-07 14:35:42,1239,4
2026-01-07 14:35:42,1240,4
2026-01-07 14:35:42,1243,4
2026-01-07 14:35:42,1244,2
2026-01-07 14:35:42,1245,4
2026-01-07 14:35:42,1246,4
2026-01-07 14:35:42,1248,4
2026-01-07 14:35:42,1249,4
2026-01-07 14:35:42,1250,4
2026-01-07 14:35:42,1251,4
2026-01-07 14:35:42,1252,1
2026-01-07 14:35:42,1253,4
2026-01-07 14:35:42,1254,4
2026-01-07 14:35:42,1256,4
2026-01-07 14:35:42,1258,4
2026-01-07 14:35:42,1260,4
2026-01-07 14:35:42,1261,1
2026-01-07 14:35:42,1262,4
2026-01-07 14:35:42,1265,4
2026-01-07 14:35:42,1266,4
2026-01-07 14:35:42,1267,4
2026-01-07 14:35:42,1269,4
2026-01-07 14:35:42,1272,4
2026-01-07 14:35:42,1273,4
2026-01-07 14:35:42,1274,4
2026-01-07 14:35:42,1275,1
2026-01-07 14:35:42,1277,4
2026-01-07 14:35:42,1278,4
2026-01-07 14:35:42,1280,4
2026-01-07 14:35:42,1281,1
2026-01-07 14:35:42,1283,4
2026-01-07 14:35:42,1284,4
2026-01-07 14:35:42,1285,4
2026-01-07 14:35:42,1286,4
2026-01-07 14:35:42,1287,1
2026-01-07 14:35:42,1288,4
2026-01-07 14:35:42,1289,4
2026-01-07 14:35:42,1290,4
2026-01-07 14:35:42,1293,4
2026-01-07 14:35:42,1294,4
2026-01-07 14:35:42,1295,4
2026-01-07 14:35:42,1296,4
2026-01-07 14:35:42,1297,4
2026-01-07 14:35:42,1298,4
2026-01-07 14:35:42,1299,4
2026-01-07 14:35:42,1300,4
2026-01-07 14:35:42,1301,4
2026-01-07 14:35:42,1302,4
2026-01-07 14:35:42,1303,4
2026-01-07 14:35:42,1304,4
2026-01-07 14:35:42,1305,4
2026-01-07 14:35:42,1307,4
2026-01-07 14:35:42,1310,4
2026-01-07 14:35:42,1314,4
