timestamp,predicted_label,true_label,confidence,alert,severity
2026-01-06 07:25:51,DoS,DoS,1.0,YES,High
2026-01-06 07:25:51,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:51,Probe,Probe,1.0,YES,High
2026-01-06 07:25:51,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:51,R2L,R2L,0.995,YES,Medium
2026-01-06 07:25:51,DoS,DoS,0.975,YES,High
2026-01-06 07:25:51,Probe,Probe,0.995,YES,High
2026-01-06 07:25:51,U2R,U2R,0.98,YES,Critical
2026-01-06 07:25:51,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:51,Probe,Probe,1.0,YES,High
2026-01-06 07:25:51,R2L,R2L,0.995,YES,Medium
2026-01-06 07:25:51,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:51,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:51,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:51,Probe,Probe,1.0,YES,High
2026-01-06 07:25:51,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:51,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:51,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:51,Probe,Probe,1.0,YES,High
2026-01-06 07:25:51,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:52,Probe,Probe,0.98,YES,High
2026-01-06 07:25:52,Probe,Probe,1.0,YES,High
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,DoS,DoS,1.0,YES,High
2026-01-06 07:25:52,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:52,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,Probe,Probe,0.985,YES,High
2026-01-06 07:25:53,DoS,DoS,0.985,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,Probe,Probe,1.0,YES,High
2026-01-06 07:25:53,Probe,Probe,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,Probe,Probe,1.0,YES,High
2026-01-06 07:25:53,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,Probe,Probe,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,0.995,YES,High
2026-01-06 07:25:53,Probe,Probe,1.0,YES,High
2026-01-06 07:25:53,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,Probe,Probe,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,Probe,Probe,0.99,YES,High
2026-01-06 07:25:53,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:53,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,0.99,YES,Critical
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,R2L,R2L,0.975,YES,Medium
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,Probe,Probe,1.0,YES,High
2026-01-06 07:25:54,Probe,Probe,1.0,YES,High
2026-01-06 07:25:54,Probe,Probe,1.0,YES,High
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,Probe,Probe,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,R2L,R2L,0.995,YES,Medium
2026-01-06 07:25:54,Probe,Probe,1.0,YES,High
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,DoS,DoS,1.0,YES,High
2026-01-06 07:25:54,Probe,Probe,1.0,YES,High
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:54,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,DoS,DoS,1.0,YES,High
2026-01-06 07:25:55,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:55,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:55,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,0.995,YES,Medium
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,0.995,YES,High
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,U2R,U2R,0.995,YES,Critical
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,Probe,Probe,0.999,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,R2L,R2L,0.996,YES,Medium
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,0.995,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,Probe,Probe,1.0,YES,High
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:56,DoS,DoS,1.0,YES,High
2026-01-06 07:25:56,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:56,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,R2L,R2L,0.999,YES,Medium
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,0.986,YES,Medium
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,Probe,Probe,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,0.985,YES,Medium
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,DoS,DoS,1.0,YES,High
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:57,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:57,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,Probe,Probe,1.0,YES,High
2026-01-06 07:25:58,Probe,Probe,1.0,YES,High
2026-01-06 07:25:58,Probe,Probe,0.99,YES,High
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,Probe,Probe,0.98,YES,High
2026-01-06 07:25:58,Probe,Probe,1.0,YES,High
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,Probe,Probe,1.0,YES,High
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,R2L,R2L,0.989,YES,Medium
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,DoS,DoS,0.98,YES,High
2026-01-06 07:25:58,Probe,Probe,1.0,YES,High
2026-01-06 07:25:58,Probe,Probe,1.0,YES,High
2026-01-06 07:25:58,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:58,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:58,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,0.99,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,DoS,DoS,0.85,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,Probe,Probe,0.994,YES,High
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,Probe,Probe,1.0,YES,High
2026-01-06 07:25:59,DoS,DoS,1.0,YES,High
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,R2L,R2L,1.0,YES,Medium
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:25:59,U2R,U2R,1.0,YES,Critical
2026-01-06 07:26:00,DoS,DoS,1.0,YES,High
2026-01-06 07:26:00,R2L,R2L,1.0,YES,Medium
2026-01-06 07:26:00,R2L,R2L,1.0,YES,Medium
2026-01-06 07:26:00,DoS,DoS,1.0,YES,High
